id,name,test_horse_flag,level,clazz,affiliation,lank,ground,distance,father,mother,sex,strategy,big_flag,growth,growth_type,color,h_color,h_mask,s_roll,power,turbo,dexterous,corner,rack,character,nature,popularity,caution_horse,speed,stamina,race_entry_type
623,サカモトデュラブ,FALSE,3,5 ,2 ,7 ,2 ,1 ,デュラブ,サリアシンゲキ,1 ,4 ,0 ,117 ,0 ,3 ,1885430050 ,-1 ,-1 ,81 ,84 ,38 ,1 ,56 ,72 ,75 ,73 ,FALSE,170 ,74 ,0 
624,サカラート,FALSE,2,0 ,1 ,7 ,2 ,4 ,アフリート,スカーレットレディ,1 ,3 ,0 ,113 ,0 ,5 ,1882474683 ,-1 ,-1 ,74 ,76 ,52 ,1 ,58 ,25 ,96 ,59 ,FALSE,106 ,169 ,0 
625,ザカリヤ,FALSE,2,2 ,1 ,7 ,1 ,2 ,ザフォニック,June Moon,1 ,3 ,0 ,111 ,0 ,3 ,1882211653 ,-1 ,-1 ,43 ,77 ,45 ,1 ,62 ,36 ,89 ,67 ,FALSE,137 ,93 ,0 
626,サキー,FALSE,10,3 ,10 ,8 ,1 ,4 ,バーリ,Thawakib,1 ,2 ,0 ,46 ,0 ,3 ,1890627618 ,-1 ,-1 ,84 ,42 ,93 ,3 ,97 ,56 ,81 ,93 ,FALSE,178 ,162 ,10 
627,サクセスストレイン,FALSE,1,0 ,1 ,6 ,1 ,2 ,ティッカネン,キャリイアウト,2 ,1 ,0 ,57 ,0 ,3 ,1879048250 ,-1 ,-1 ,21 ,86 ,46 ,1 ,63 ,69 ,43 ,65 ,FALSE,133 ,103 ,0 
628,サクセスビューティ,FALSE,3,0 ,1 ,7 ,1 ,1 ,サンデーサイレンス,アワーミスレッグス,2 ,2 ,0 ,66 ,0 ,4 ,1886525235 ,-1 ,-1 ,33 ,99 ,35 ,1 ,31 ,71 ,96 ,58 ,FALSE,152 ,83 ,0 
629,サクセスブロッケン,FALSE,3,0 ,1 ,8 ,2 ,2 ,シンボリクリスエス,サクセスビューティ,1 ,3 ,0 ,86 ,0 ,0 ,1886525235 ,-1 ,-1 ,89 ,89 ,53 ,1 ,91 ,41 ,40 ,26 ,FALSE,153 ,96 ,0 
630,サクラエイコウオー,FALSE,2,0 ,1 ,7 ,1 ,3 ,マルゼンスキー,サクラハツユキ,1 ,1 ,0 ,73 ,0 ,3 ,1879048550 ,-1 ,-1 ,37 ,68 ,77 ,1 ,45 ,46 ,68 ,72 ,FALSE,132 ,119 ,0 
631,サクラエキスパート,FALSE,1,0 ,1 ,6 ,1 ,3 ,サクラチヨノオー,サクラギャル,1 ,3 ,0 ,111 ,0 ,3 ,1879048806 ,-1 ,-1 ,18 ,69 ,50 ,2 ,26 ,65 ,58 ,67 ,FALSE,121 ,126 ,0 
632,サクラオリオン,FALSE,1,0 ,1 ,6 ,1 ,3 ,エルコンドルパサー,サクラセクレテーム,1 ,3 ,0 ,115 ,0 ,4 ,1879048550 ,-1 ,-1 ,27 ,59 ,50 ,2 ,59 ,62 ,23 ,47 ,FALSE,127 ,123 ,0 
633,サクラキャンドル,FALSE,2,0 ,1 ,8 ,1 ,3 ,サクラユタカオー,サクラクレアー,2 ,2 ,0 ,79 ,0 ,3 ,1879048550 ,-1 ,-1 ,32 ,77 ,55 ,2 ,67 ,39 ,40 ,37 ,FALSE,130 ,138 ,0 
634,サクラゴスペル,FALSE,3,0 ,1 ,6 ,1 ,1 ,サクラプレジデント,サクラブルース,1 ,3 ,0 ,66 ,0 ,4 ,1879048550 ,-1 ,-1 ,19 ,96 ,46 ,2 ,98 ,56 ,70 ,76 ,FALSE,157 ,78 ,0 
635,サクラサエズリ,FALSE,2,0 ,1 ,7 ,1 ,1 ,サウスアトランティック,サリーナス,2 ,2 ,0 ,63 ,0 ,3 ,1879048550 ,-1 ,-1 ,27 ,95 ,42 ,2 ,48 ,27 ,52 ,74 ,FALSE,147 ,81 ,0 
636,サクラスターオー,FALSE,3,0 ,1 ,8 ,1 ,5 ,サクラショウリ,サクラスマイル,1 ,2 ,0 ,20 ,0 ,4 ,1879048550 ,-1 ,-1 ,46 ,59 ,59 ,3 ,99 ,44 ,57 ,45 ,FALSE,136 ,164 ,0 
637,サクラスピードオー,FALSE,1,5 ,2 ,6 ,3 ,3 ,サクラホクトオー,サクラハッスル,1 ,2 ,0 ,89 ,0 ,4 ,1879048550 ,-1 ,-1 ,53 ,60 ,46 ,1 ,48 ,38 ,29 ,51 ,FALSE,128 ,123 ,0 
638,サクラセカイオー,FALSE,1,5 ,2 ,6 ,3 ,2 ,サクラユタカオー,サクラジョオー,1 ,3 ,0 ,80 ,0 ,5 ,1879048550 ,-1 ,-1 ,54 ,64 ,25 ,2 ,60 ,68 ,42 ,66 ,FALSE,145 ,96 ,0 
639,サクラセンチュリー,FALSE,1,0 ,1 ,7 ,1 ,3 ,サクラローレル,サクラヒラメキ,1 ,3 ,0 ,95 ,0 ,4 ,1879048550 ,-1 ,-1 ,22 ,76 ,59 ,2 ,53 ,33 ,58 ,70 ,FALSE,118 ,132 ,0 
640,サクラチトセオー,FALSE,4,0 ,1 ,8 ,1 ,3 ,トニービン,サクラクレアー,1 ,2 ,0 ,93 ,0 ,4 ,1879048550 ,-1 ,-1 ,47 ,67 ,59 ,3 ,58 ,40 ,62 ,22 ,FALSE,134 ,124 ,0 
641,サクラチヨノオー,FALSE,3,0 ,1 ,8 ,1 ,4 ,マルゼンスキー,サクラセダン,1 ,1 ,0 ,39 ,0 ,3 ,1879048550 ,-1 ,-1 ,40 ,52 ,61 ,3 ,85 ,59 ,57 ,44 ,FALSE,139 ,128 ,0 
642,サクラバクシンオー,FALSE,11,0 ,1 ,9 ,1 ,1 ,サクラユタカオー,サクラハゴロモ,1 ,2 ,0 ,71 ,2 ,3 ,1879048550 ,-1 ,-1 ,66 ,76 ,84 ,3 ,99 ,55 ,88 ,88 ,FALSE,227 ,78 ,0 
643,サクラプレジール,FALSE,1,0 ,1 ,6 ,1 ,2 ,サクラプレジデント,サクラプレステージ,2 ,3 ,0 ,18 ,0 ,6 ,1879048550 ,-1 ,-1 ,39 ,79 ,32 ,2 ,53 ,58 ,61 ,77 ,FALSE,143 ,101 ,0 
644,サクラプレジデント,FALSE,2,0 ,1 ,7 ,1 ,3 ,サンデーサイレンス,セダンフオーエバー,1 ,2 ,0 ,67 ,0 ,3 ,1879048550 ,-1 ,-1 ,44 ,63 ,52 ,1 ,96 ,41 ,95 ,81 ,FALSE,127 ,124 ,0 
645,サクラホクトオー,FALSE,2,0 ,1 ,7 ,1 ,3 ,トウショウボーイ,サクラセダン,1 ,2 ,0 ,74 ,0 ,3 ,1879048550 ,-1 ,-1 ,36 ,53 ,53 ,2 ,72 ,46 ,98 ,76 ,FALSE,138 ,104 ,0 
646,サクラホクトオー,FALSE,3,0 ,1 ,8 ,1 ,3 ,トウショウボーイ,サクラセダン,1 ,1 ,0 ,70 ,0 ,3 ,1879048550 ,-1 ,-1 ,45 ,45 ,61 ,3 ,84 ,42 ,40 ,25 ,FALSE,145 ,125 ,0 
647,サクラメガワンダー,FALSE,2,0 ,1 ,7 ,1 ,3 ,グラスワンダー,サクラメガ,1 ,2 ,0 ,119 ,0 ,5 ,1879048550 ,-1 ,-1 ,37 ,63 ,59 ,3 ,39 ,31 ,96 ,64 ,FALSE,124 ,133 ,0 
648,サクラユタカオー,FALSE,7,0 ,1 ,8 ,1 ,3 ,テスコボーイ,アンジェリカ,1 ,2 ,0 ,64 ,0 ,5 ,1879048550 ,-1 ,-1 ,34 ,78 ,65 ,3 ,82 ,38 ,76 ,81 ,FALSE,168 ,84 ,0 
649,サクラローレル,FALSE,9,0 ,1 ,8 ,1 ,5 ,レインボウクエスト,ローラローラ,1 ,3 ,0 ,64 ,0 ,5 ,1879048550 ,-1 ,-1 ,58 ,84 ,98 ,3 ,98 ,51 ,92 ,95 ,FALSE,181 ,145 ,0 
650,サダムパテック,FALSE,4,0 ,1 ,8 ,1 ,2 ,フジキセキ,サマーナイトシティ,1 ,2 ,0 ,78 ,0 ,3 ,1885430785 ,-1 ,-1 ,49 ,87 ,31 ,3 ,29 ,25 ,40 ,30 ,FALSE,156 ,100 ,0 
651,サダムブルースカイ,FALSE,3,5 ,2 ,6 ,3 ,1 ,ラストタイクーン,セレクトレモン,1 ,3 ,0 ,114 ,0 ,3 ,1885430785 ,-1 ,-1 ,58 ,55 ,14 ,3 ,4 ,34 ,63 ,53 ,FALSE,151 ,82 ,0 
652,サチノスイーティー,FALSE,1,5 ,2 ,6 ,3 ,1 ,カリスタグローリ,ペルファヴォーレ,2 ,2 ,0 ,116 ,0 ,3 ,1879071280 ,-1 ,-1 ,51 ,82 ,42 ,1 ,48 ,38 ,97 ,44 ,FALSE,151 ,76 ,0 
653,サッカーボーイ,FALSE,11,0 ,1 ,9 ,1 ,3 ,ディクタス,ダイナサッシュ,1 ,4 ,1 ,48 ,0 ,5 ,1881257011 ,-1 ,-1 ,45 ,33 ,96 ,3 ,99 ,57 ,95 ,88 ,FALSE,210 ,120 ,0 
654,ザッツザプレンティ,FALSE,5,0 ,1 ,8 ,1 ,4 ,ダンスインザダーク,バブルプロスペクター,1 ,3 ,0 ,64 ,0 ,3 ,1881257011 ,-1 ,-1 ,35 ,74 ,83 ,3 ,69 ,70 ,71 ,36 ,FALSE,132 ,151 ,0 
655,ザティンマン,FALSE,4,3 ,20,8 ,3 ,3 ,アファームド,Lizzie Rolfe,0 ,1 ,0 ,134 ,0 ,4 ,1879048227 ,-1 ,-1 ,82 ,54 ,74 ,3 ,43 ,31 ,95 ,81 ,FALSE,162 ,143 ,20
656,サデックス,FALSE,4,3 ,10 ,8 ,1 ,4 ,サドラーズウェルズ,Remote Romance,1 ,4 ,0 ,55 ,0 ,3 ,1879048260 ,-1 ,-1 ,50 ,32 ,49 ,3 ,70 ,44 ,67 ,65 ,FALSE,142 ,140 ,0 
657,ザデューク,FALSE,5,3 ,40 ,8 ,1 ,2 ,デインヒル,Mer du Sud,0 ,3 ,0 ,98 ,0 ,3 ,1879114171 ,-1 ,-1 ,37 ,66 ,37 ,3 ,41 ,62 ,74 ,55 ,FALSE,158 ,104 ,0 
658,サトノアポロ,FALSE,1,0 ,1 ,6 ,1 ,3 ,シンボリクリスエス,ミスベルベール,1 ,2 ,0 ,72 ,0 ,4 ,1882469905 ,-1 ,-1 ,33 ,79 ,62 ,2 ,58 ,51 ,75 ,63 ,FALSE,122 ,125 ,0 
659,サトノプログレス,FALSE,2,0 ,1 ,7 ,1 ,2 ,タイキシャトル,トウヨウロイヤル,1 ,3 ,0 ,67 ,0 ,3 ,1882404369 ,-1 ,-1 ,41 ,84 ,31 ,2 ,61 ,30 ,69 ,67 ,FALSE,140 ,105 ,0 
660,サニーサンデー,FALSE,1,0 ,1 ,6 ,1 ,3 ,マーベラスサンデー,サニークラッシック,1 ,2 ,0 ,70 ,0 ,5 ,1882214710 ,-1 ,-1 ,27 ,52 ,52 ,2 ,66 ,34 ,63 ,60 ,FALSE,124 ,118 ,0 
661,サニーブライアン,FALSE,8,0 ,1 ,8 ,1 ,4 ,ブライアンズタイム,サニースイフト,1 ,1 ,0 ,41 ,0 ,3 ,1882214710 ,-1 ,-1 ,54 ,33 ,95 ,3 ,89 ,48 ,88 ,78 ,FALSE,151 ,165 ,0 
662,サニングデール,FALSE,7,0 ,1 ,8 ,1 ,1 ,ウォーニング,カディザデー,1 ,2 ,0 ,111 ,0 ,4 ,1881166419 ,-1 ,-1 ,31 ,87 ,71 ,3 ,52 ,67 ,63 ,28 ,FALSE,178 ,78 ,0 
663,サファリオリーブ,FALSE,1,0 ,1 ,6 ,1 ,3 ,リアルム,シンソラヤ,2 ,3 ,0 ,106 ,0 ,4 ,1885430020 ,-1 ,-1 ,37 ,76 ,54 ,1 ,22 ,77 ,63 ,40 ,FALSE,130 ,123 ,0 
664,ザファントムチャンス,FALSE,4,3 ,80 ,8 ,1 ,4 ,ノーブルビジュー,The Fantasy,0 ,3 ,0 ,54 ,0 ,5 ,1890694980 ,-1 ,-1 ,56 ,73 ,64 ,3 ,78 ,64 ,82 ,73 ,FALSE,138 ,180 ,0 
665,ザフィルバート,FALSE,4,3 ,80 ,6 ,1 ,4 ,スーヴラン,Fauxzann,0 ,2 ,0 ,71 ,0 ,3 ,0 ,-1 ,-1 ,47 ,81 ,44 ,3 ,88 ,69 ,89 ,65 ,FALSE,140 ,159 ,0 
666,ザフォリア,FALSE,1,5 ,2 ,6 ,3 ,3 ,ゴーンウエスト,Gambling Fool,1 ,3 ,0 ,112 ,0 ,5 ,1882468795 ,-1 ,-1 ,52 ,76 ,36 ,1 ,44 ,1 ,56 ,46 ,FALSE,124 ,126 ,0 
667,サブジェクト,FALSE,1,5 ,2 ,6 ,3 ,3 ,フジキセキ,アランセラ,1 ,1 ,0 ,81 ,0 ,4 ,1883260999 ,-1 ,-1 ,57 ,38 ,33 ,1 ,47 ,93 ,40 ,55 ,FALSE,120 ,128 ,0 
668,サプライズパワー,FALSE,3,5 ,2 ,6 ,2 ,2 ,ミュージックタイム,シノブモチズリ,1 ,2 ,0 ,112 ,0 ,3 ,1880169779 ,-1 ,-1 ,72 ,78 ,41 ,1 ,18 ,43 ,75 ,65 ,FALSE,131 ,117 ,0 
669,サプレザ,FALSE,7,3 ,10 ,8 ,1 ,2 ,サーム,Sorpresa,2 ,2 ,0 ,55 ,0 ,3 ,1889580099 ,-1 ,-1 ,65 ,23 ,65 ,3 ,48 ,53 ,71 ,68 ,FALSE,176 ,113 ,0 
670,サマーウインド,FALSE,3,4 ,3 ,8 ,2 ,1 ,タイキシャトル,シンウインド,1 ,3 ,0 ,77 ,0 ,5 ,1879131969 ,-1 ,-1 ,88 ,74 ,69 ,3 ,71 ,59 ,40 ,47 ,FALSE,178 ,55 ,0 
671,サマーサスピション,FALSE,1,0 ,1 ,6 ,1 ,4 ,サンデーサイレンス,ダイナフェアリー,1 ,2 ,0 ,32 ,0 ,4 ,1881257011 ,-1 ,-1 ,36 ,42 ,49 ,1 ,16 ,74 ,47 ,51 ,FALSE,121 ,135 ,0 
672,サマニベッピン,FALSE,1,0 ,1 ,7 ,1 ,3 ,ノーザンテースト,レイホーソロン,2 ,1 ,0 ,103 ,0 ,3 ,1883525376 ,-1 ,-1 ,32 ,79 ,57 ,3 ,62 ,72 ,91 ,74 ,FALSE,118 ,129 ,0 
673,サマンサトウショウ,FALSE,1,0 ,1 ,6 ,1 ,2 ,トウショウボーイ,マーブルトウショウ,2 ,2 ,0 ,107 ,0 ,4 ,1881189459 ,-1 ,-1 ,29 ,73 ,44 ,2 ,47 ,62 ,48 ,61 ,FALSE,141 ,103 ,0 
674,サミットヴィル,FALSE,2,3 ,10 ,6 ,1 ,3 ,グランドロッジ,Tina Heights,2 ,4 ,0 ,67 ,0 ,3 ,1888590336 ,-1 ,-1 ,56 ,52 ,53 ,3 ,65 ,41 ,68 ,59 ,FALSE,150 ,132 ,0 
675,ザミンストレル,FALSE,7,3 ,10 ,8 ,1 ,4 ,ノーザンダンサー,Fleur,1 ,2 ,0 ,49 ,0 ,5 ,1879048225 ,-1 ,-1 ,56 ,40 ,89 ,3 ,79 ,40 ,65 ,85 ,FALSE,147 ,165 ,10 
676,サムソンビッグ,FALSE,1,0 ,1 ,6 ,1 ,2 ,サクラショウリ,シュンイチオーカン,1 ,3 ,0 ,111 ,0 ,3 ,1885496321 ,-1 ,-1 ,24 ,78 ,25 ,1 ,59 ,28 ,71 ,65 ,FALSE,140 ,95 ,0 
677,サヤカ,FALSE,1,2 ,1 ,6 ,1 ,2 ,エーピーインディ,Spectacular Sue,2 ,2 ,0 ,65 ,0 ,2 ,1880246528 ,-1 ,-1 ,37 ,83 ,50 ,3 ,49 ,45 ,98 ,53 ,FALSE,141 ,97 ,0 
678,サラヴァ,FALSE,4,3 ,20 ,8 ,2 ,4 ,ワイルドアゲイン,Rhythm of Life,1 ,3 ,0 ,58 ,0 ,4 ,1883308032 ,-1 ,-1 ,83 ,76 ,81 ,3 ,94 ,71 ,89 ,62 ,FALSE,128 ,180 ,20 
679,ザラストロ,FALSE,1,0 ,1 ,6 ,1 ,2 ,ホワイトマズル,セクシーココナッツ,1 ,2 ,0 ,21 ,0 ,3 ,1879065137 ,-1 ,-1 ,27 ,85 ,31 ,3 ,27 ,33 ,61 ,55 ,FALSE,138 ,96 ,0 
680,サラファン,FALSE,6,3 ,20 ,8 ,3 ,4 ,リアファン,Saraa Ree,0 ,3 ,0 ,68 ,0 ,3 ,1883269995 ,-1 ,-1 ,41 ,48 ,67 ,3 ,90 ,62 ,79 ,72 ,FALSE,151 ,178 ,0 
681,サラリンクス ,FALSE,3,3 ,10 ,8 ,1 ,4 ,モンジュー,Steel Princess,2 ,3 ,0 ,54 ,0 ,3 ,1879054523 ,-1 ,-1 ,78 ,38 ,79 ,3 ,68 ,31 ,74 ,64 ,FALSE,148 ,142 ,0 
682,ザルカヴァ,FALSE,7,3 ,10 ,8 ,1 ,4 ,ザミンダー,Zarkasha,2 ,3 ,0 ,45 ,0 ,3 ,1883308049 ,-1 ,-1 ,90 ,50 ,88 ,3 ,82 ,41 ,80 ,88 ,FALSE,155 ,153 ,10 
683,サルサビル,FALSE,7,3 ,10 ,8 ,1 ,4 ,サドラーズウェルズ,Flame of Tara,2 ,3 ,0 ,54 ,0 ,3 ,1879113762 ,-1 ,-1 ,81 ,40 ,81 ,3 ,72 ,42 ,71 ,86 ,FALSE,172 ,141 ,10 
684,ザレマ,FALSE,1,0 ,1 ,6 ,1 ,2 ,ダンスインザダーク,シェンク,2 ,2 ,0 ,117 ,0 ,5 ,1889580099 ,-1 ,-1 ,24 ,77 ,47 ,1 ,67 ,71 ,97 ,67 ,FALSE,133 ,103 ,0 
685,サンアディユ,FALSE,1,0 ,1 ,7 ,1 ,1 ,フレンチデピュティ,シェリーザ,2 ,2 ,0 ,74 ,0 ,3 ,1879050757 ,-1 ,-1 ,40 ,87 ,49 ,2 ,46 ,41 ,82 ,66 ,FALSE,155 ,74 ,0 
686,サンエイサンキュー,FALSE,1,0 ,1 ,6 ,1 ,2 ,ダイナサンキュー,グロリーサクラ,2 ,4 ,0 ,62 ,0 ,2 ,1879052390 ,-1 ,-1 ,34 ,46 ,82 ,1 ,73 ,50 ,93 ,81 ,FALSE,164 ,83 ,0 
687,サンカルロ,FALSE,4,0 ,1 ,7 ,1 ,2 ,シンボリクリスエス,ディーバ,1 ,1 ,0 ,106 ,0 ,4 ,1881257011 ,-1 ,-1 ,34 ,58 ,33 ,3 ,69 ,28 ,90 ,68 ,FALSE,146 ,115 ,0 
688,サンクスノート,FALSE,3,0 ,1 ,7 ,1 ,1 ,サクラバクシンオー,スリーソウツ,2 ,3 ,0 ,72 ,0 ,3 ,1881210944 ,-1 ,-1 ,39 ,72 ,34 ,2 ,67 ,43 ,74 ,59 ,FALSE,153 ,83 ,0 
689,サンジョヴィート,FALSE,9,3 ,10 ,8 ,1 ,4 ,プレザントコロニー,Northern Sunset,1 ,2 ,0 ,45 ,0 ,4 ,1881408514 ,-1 ,-1 ,89 ,62 ,91 ,3 ,95 ,45 ,93 ,84 ,TRUE,192 ,166 ,10 
690,サンダーガルチ,FALSE,9,3 ,20 ,8 ,2 ,4 ,ガルチ,Line of Thunder,1 ,2 ,0 ,45 ,0 ,5 ,1885601826 ,0 ,-1 ,93 ,84 ,65 ,3 ,93 ,67 ,78 ,83 ,FALSE,156 ,182 ,20 
691,サンダルフォン,FALSE,2,0 ,1 ,6 ,1 ,1 ,サクラバクシンオー,コウユーラヴ,1 ,1 ,0 ,96 ,0 ,3 ,1883260999 ,-1 ,-1 ,28 ,66 ,40 ,2 ,59 ,63 ,76 ,57 ,FALSE,151 ,78 ,0 
692,サンツェッペリン,FALSE,1,5 ,2 ,6 ,3 ,3 ,テンビー,プラントオジジアン,1 ,3 ,0 ,98 ,1 ,3 ,1881221120 ,-1 ,-1 ,58 ,58 ,50 ,2 ,23 ,12 ,56 ,50 ,FALSE,123 ,134 ,0 
693,サンディエゴシチー,FALSE,2,0 ,1 ,6 ,1 ,2 ,マンハッタンカフェ,ジェニーソング,1 ,3 ,0 ,78 ,0 ,4 ,1879245634 ,-1 ,-1 ,18 ,74 ,45 ,1 ,47 ,26 ,62 ,55 ,FALSE,141 ,100 ,0 
694,サンディチェリー,FALSE,2,5 ,2 ,7 ,2 ,4 ,スラヴィック,ハイゲイル,1 ,2 ,0 ,114 ,0 ,5 ,1879049525 ,-1 ,-1 ,74 ,55 ,54 ,2 ,98 ,42 ,80 ,71 ,FALSE,104 ,161 ,0 
695,サンデーウェル,FALSE,1,0 ,1 ,7 ,1 ,3 ,サンデーサイレンス,ウメノシルバー,1 ,1 ,0 ,57 ,0 ,4 ,1880167168 ,-1 ,-1 ,32 ,65 ,52 ,3 ,55 ,35 ,94 ,72 ,FALSE,127 ,129 ,0 
696,サンデーサイレンス,FALSE,9,3 ,20 ,8 ,2 ,3 ,ヘイロー,Wishing Well,1 ,1 ,1 ,43 ,0 ,0 ,1881159481 ,-1 ,-1 ,84 ,45 ,94 ,3 ,92 ,68 ,84 ,82 ,TRUE,166 ,172 ,20 
697,サンデーセイラ,FALSE,1,0 ,1 ,6 ,1 ,3 ,サンデーサイレンス,アオイセイラ,1 ,2 ,0 ,82 ,0 ,0 ,1879066944 ,-1 ,-1 ,28 ,46 ,49 ,2 ,63 ,28 ,94 ,51 ,FALSE,122 ,123 ,0 
698,サンテミリオン,FALSE,3,0 ,1 ,8 ,1 ,3 ,ゼンノロブロイ,モテック,2 ,2 ,0 ,65 ,0 ,4 ,1889580099 ,-1 ,-1 ,43 ,56 ,55 ,3 ,69 ,29 ,40 ,35 ,FALSE,132 ,138 ,0 
699,サンドピアリス,FALSE,2,0 ,1 ,8 ,1 ,3 ,ハイセイコー,イエンライト,2 ,3 ,0 ,76 ,0 ,3 ,1879131969 ,-1 ,-1 ,48 ,82 ,56 ,2 ,67 ,68 ,40 ,14 ,FALSE,138 ,128 ,0 
700,サンドピット,FALSE,7,3 ,20 ,8 ,3 ,4 ,ベイノウン,Sand Dancer,1 ,2 ,0 ,74 ,0 ,5 ,1879094340 ,-1 ,-1 ,84 ,45 ,87 ,3 ,83 ,65 ,88 ,79 ,FALSE,150 ,189 ,0 
701,サンバレンティン,FALSE,1,0 ,1 ,6 ,1 ,3 ,スペシャルウィーク,アンデスレディー,1 ,3 ,0 ,113 ,0 ,5 ,1880114355 ,-1 ,-1 ,38 ,65 ,59 ,3 ,32 ,66 ,90 ,50 ,FALSE,131 ,122 ,0 
702,サンフォードシチー,FALSE,2,0 ,1 ,6 ,2 ,2 ,ヤマニンゼファー,テイムズシチー,1 ,1 ,0 ,102 ,0 ,3 ,1879245634 ,-1 ,-1 ,57 ,73 ,49 ,1 ,25 ,27 ,37 ,57 ,FALSE,124 ,137 ,0 
703,サンプリンセス,FALSE,6,3 ,10 ,8 ,1 ,4 ,イングリッシュプリンス,Sunny Valley,2 ,2 ,0 ,46 ,0 ,3 ,1879048192 ,-1 ,-1 ,77 ,28 ,89 ,3 ,65 ,58 ,68 ,86 ,FALSE,153 ,178 ,10 
704,サンプレイス,FALSE,1,0 ,1 ,6 ,1 ,3 ,サンデーサイレンス,サンシャインステラ,1 ,2 ,0 ,67 ,0 ,4 ,1881257011 ,-1 ,-1 ,30 ,78 ,58 ,3 ,49 ,56 ,74 ,79 ,FALSE,128 ,114 ,0 
705,サンライズアトラス,FALSE,2,0 ,1 ,6 ,1 ,2 ,ナスルエルアラブ,ラブリーサンライズ,1 ,3 ,0 ,115 ,0 ,3 ,1879050757 ,-1 ,-1 ,32 ,80 ,39 ,2 ,60 ,73 ,71 ,40 ,FALSE,137 ,107 ,0 
706,サンライズジェガー,FALSE,1,0 ,1 ,7 ,1 ,4 ,リアルシャダイ,ヤマノトウショウ,1 ,3 ,0 ,112 ,0 ,0 ,1879050757 ,-1 ,-1 ,30 ,59 ,54 ,2 ,61 ,72 ,73 ,66 ,FALSE,112 ,150 ,0 
707,サンライズバッカス,FALSE,3,5 ,2 ,8 ,2 ,2 ,ヘネシー,リアルサファイヤ,1 ,2 ,0 ,113 ,0 ,4 ,1879050757 ,-1 ,-1 ,86 ,79 ,80 ,3 ,52 ,67 ,40 ,35 ,FALSE,156 ,102 ,0 
708,サンライズフラッグ,FALSE,1,0 ,1 ,7 ,1 ,3 ,リアルシャダイ,ヘイアンダーム,1 ,2 ,0 ,110 ,0 ,0 ,1879050757 ,-1 ,-1 ,39 ,66 ,51 ,2 ,36 ,28 ,89 ,66 ,FALSE,131 ,120 ,0 
709,サンライズプリンス,FALSE,2,0 ,1 ,7 ,1 ,2 ,アグネスタキオン,メインリー,1 ,2 ,0 ,34 ,0 ,3 ,1879050757 ,-1 ,-1 ,40 ,66 ,44 ,2 ,87 ,40 ,74 ,77 ,FALSE,155 ,73 ,0 
710,サンライズベガ,FALSE,1,0 ,1 ,6 ,1 ,2 ,アドマイヤベガ,オーパスワン,1 ,2 ,0 ,105 ,0 ,3 ,1879050757 ,-1 ,-1 ,27 ,71 ,27 ,2 ,62 ,25 ,93 ,43 ,FALSE,142 ,104 ,0 
711,サンライズペガサス,FALSE,2,0 ,1 ,7 ,1 ,3 ,サンデーサイレンス,ヒガシブライアン,1 ,2 ,0 ,97 ,0 ,5 ,1879050757 ,-1 ,-1 ,30 ,66 ,59 ,3 ,53 ,70 ,98 ,50 ,FALSE,126 ,130 ,0 
712,サンライズマックス,FALSE,1,0 ,1 ,6 ,1 ,2 ,ステイゴールド,グリーンヒルマック,1 ,2 ,0 ,105 ,0 ,4 ,1879050757 ,-1 ,-1 ,28 ,81 ,45 ,1 ,16 ,73 ,79 ,35 ,FALSE,135 ,102 ,0 
713,サンレイジャスパー,FALSE,1,0 ,1 ,6 ,1 ,3 ,ミスズシャルダン,サンレイククイン,2 ,2 ,0 ,111 ,0 ,3 ,1880162353 ,-1 ,-1 ,32 ,57 ,47 ,1 ,42 ,6 ,80 ,58 ,FALSE,119 ,131 ,0 
714,シアトリカル,FALSE,8,3 ,20 ,8 ,1 ,4 ,ヌレイエフ,Tree of Knowledge,1 ,1 ,0 ,74 ,0 ,3 ,1879289873 ,-1 ,-1 ,94 ,32 ,95 ,3 ,96 ,53 ,93 ,95 ,TRUE,168 ,195 ,10 
715,シアトルスルー,FALSE,10,3 ,20 ,8 ,2 ,4 ,ボールドリーズン,My Charmer,1 ,1 ,0 ,45 ,0 ,4 ,1890779195 ,-1 ,-1 ,93 ,58 ,95 ,3 ,84 ,69 ,76 ,95 ,TRUE,170 ,206 ,20 
716,シーイズトウショウ,FALSE,5,0 ,1 ,7 ,1 ,1 ,サクラバクシンオー,ジェーントウショウ,2 ,2 ,0 ,116 ,0 ,3 ,1881189459 ,-1 ,-1 ,39 ,86 ,44 ,3 ,55 ,30 ,78 ,61 ,FALSE,166 ,78 ,0 
717,シーキャリアー,FALSE,1,0 ,1 ,6 ,1 ,3 ,サドンソー,シーエコー,1 ,3 ,0 ,115 ,0 ,3 ,1879065975 ,-1 ,-1 ,20 ,69 ,38 ,2 ,55 ,28 ,69 ,68 ,FALSE,127 ,125 ,0 
718,シーキングザダイヤ,FALSE,4,2 ,1 ,7 ,1 ,2 ,ストームキャット,シーキングザパール,1 ,2 ,0 ,104 ,0 ,3 ,1881220422 ,-1 ,-1 ,78 ,88 ,88 ,3 ,62 ,26 ,67 ,55 ,FALSE,158 ,95 ,0 
719,シーキングザパール,FALSE,9,2 ,1 ,8 ,1 ,1 ,シーキングザゴールド,ページプルーフ,2 ,3 ,0 ,48 ,0 ,3 ,1890585156 ,-1 ,-1 ,72 ,94 ,82 ,3 ,88 ,62 ,92 ,84 ,FALSE,210 ,56 ,0 
